tweet_id,sarcastic
1.34E+17,1
3.85E+16,0
1.16E+18,0
564974162,0
7.88E+17,0
2.87E+17,1
2931458638,0
2.77E+17,1
6.01E+17,0
3793658339,0
1.16E+18,1
4.11E+17,1
3.21E+17,0
4.13E+17,1
1.16E+18,1
5.99E+17,1
4.10E+16,0
2.27E+17,0
9.52E+17,1
25655813328,1
9.62E+17,1
1.16E+18,1
4.09E+16,0
7.88E+17,1
3.21E+17,0
1461857554,0
8.80E+17,1
1.28E+17,0
3168757877,1
1.35E+17,0
5.08E+17,1
8.53E+17,1
1.35E+17,0
1.07E+18,0
8.81E+17,0
4.08E+16,0
13304772856,0
6.95E+17,0
2.21E+17,1
6.02E+17,1
5.08E+17,0
4.15E+17,0
6.01E+17,0
6.94E+17,0
1.21E+18,1
4.12E+17,1
5.08E+17,0
3.19E+17,0
4.16E+16,1
1.26E+18,0
6.94E+17,1
4071590732,0
7.89E+17,1
9.75E+17,0
7.24E+17,1
4.99E+17,0
9.75E+17,0
4.47E+17,1
7.88E+17,1
2.27E+17,0
14211739459,0
1.11E+18,1
2.20E+17,1
1.16E+18,1
1.16E+18,0
5.08E+17,0
1.25E+18,1
4.15E+17,1
4.15E+17,0
6.01E+17,1
6.00E+17,0
1.14E+18,1
6.02E+17,0
1.07E+18,0
5.99E+17,1
1.26E+18,0
5.08E+17,0
5.04E+17,1
9.76E+17,1
1.12E+17,1
1.06E+18,1
4.01E+16,0
2.28E+17,0
4.22E+17,1
3.21E+17,0
9.75E+17,0
16080299574,1
7.17E+17,1
8.80E+17,0
4.15E+17,0
8.85E+17,1
6.95E+17,0
9.75E+17,0
9.83E+17,1
9.76E+17,1
1.26E+18,1
2.29E+17,1
1.16E+18,0
1.14E+18,1
1.16E+18,1
15569896622,1
5.89E+17,1
3319237872,0
2.27E+17,0
9.76E+17,1
1.26E+18,0
5.99E+17,1
7.16E+17,1
2.27E+17,0
5.08E+17,0
9.75E+17,1
2.27E+17,1
6.01E+17,0
3.95E+17,1
3.21E+17,1
3.76E+16,0
4.15E+17,0
1.15E+17,1
12585218557,0
15946353378,0
15721439338,0
7.27E+17,1
1.26E+18,0
3.21E+17,0
15017912458,1
2.61E+17,1
1.35E+17,1
3.23E+17,1
6.01E+17,0
6.95E+17,1
9.73E+17,0
2.28E+17,0
6.74E+17,1
4.53E+17,1
1.26E+18,1
14176365334,1
6.01E+17,1
1.16E+18,1
3.21E+17,0
8.82E+17,0
1.17E+18,1
1.19E+17,1
1.16E+18,0
9.75E+17,0
8.21E+17,1
1.26E+18,1
2.79E+17,1
1.30E+17,0
1.07E+18,1
1.31E+15,1
8.81E+17,0
15237845662,0
7.88E+17,0
1.07E+18,1
5.08E+17,0
1.23E+17,1
937262796,0
1.16E+18,1
5.08E+17,1
1.35E+17,0
2.66E+17,1
2.28E+17,0
1.26E+18,0
5.08E+17,0
9.76E+17,1
9.75E+17,0
1.31E+17,0
4.10E+16,0
1.26E+18,0
1.75E+17,1
1.16E+18,1
1.07E+18,1
4.11E+16,0
1.13E+16,1
13556555890,0
1.14E+18,1
8.82E+17,1
2.27E+17,0
8.44E+17,1
5.08E+17,1
1.16E+18,1
7.38E+17,1
4.12E+17,1
7.96E+17,1
9.75E+17,0
5.51E+17,1
3.64E+17,1
1.07E+18,1
9.75E+17,0
1.13E+18,1
2.28E+17,0
4.12E+17,1
7.88E+17,0
1.15E+18,1
6.94E+17,0
4.12E+16,0
1.03E+18,1
1.07E+18,0
5.08E+17,1
15165821677,0
6.95E+17,0
1.26E+18,0
7.88E+17,1
8.65E+17,1
1.26E+18,0
9.54E+17,1
6.95E+17,0
7.88E+17,0
6.01E+17,0
1.13E+18,1
7529376619,1
2.27E+17,0
1.02E+17,1
1.16E+18,1
3.38E+17,1
3.76E+16,0
1.26E+18,0
1.35E+17,0
8.82E+17,0
7.89E+17,1
1.15E+18,1
1.19E+18,1
1.06E+18,1
1.57E+17,1
5.08E+17,1
2.62E+16,0
8.81E+17,1
3.21E+17,0
7.88E+17,0
3.09E+16,0
1.23E+17,1
3.00E+17,1
3.74E+16,0
4.15E+17,0
1.16E+18,1
7.57E+17,1
8.83E+17,1
8.81E+17,0
4.15E+17,0
1.35E+17,0
1.07E+18,1
2.26E+17,0
1.26E+18,1
1592191741,0
8.79E+17,1
6.01E+17,0
9.75E+17,1
3.97E+16,1
1.07E+18,0
1.07E+18,0
8.81E+17,0
1.04E+18,1
1.26E+18,0
5.36E+17,1
3.21E+17,0
4.75E+17,1
7.86E+17,1
14928175703,0
5.52E+17,1
4.00E+17,1
9.75E+17,0
3.21E+17,0
1.25E+18,1
7.88E+17,1
2.27E+17,0
7.88E+17,0
1.07E+18,0
1.35E+17,1
8.82E+17,0
4.15E+17,0
1.22E+18,1
4.51E+17,1
4.63E+17,1
8.81E+17,0
6.00E+17,1
12948626621,0
1.26E+18,0
1.26E+18,1
3.20E+17,0
1.08E+18,1
1.07E+18,0
1.16E+18,1
5.22E+17,1
3.18E+17,1
6.01E+17,0
1.26E+18,0
4.01E+17,1
1.30E+17,0
1.14E+18,1
7.89E+17,1
7.88E+17,1
1.03E+18,1
1.05E+18,1
1.02E+18,1
9.75E+17,1
15981009154,0
1.26E+18,0
1.16E+18,1
5.08E+17,1
8.81E+17,0
1.12E+18,1
1.24E+17,1
5.08E+17,0
7481072838,1
2.60E+16,0
4.06E+16,0
12301111277,0
1.16E+18,1
1.89E+17,1
3.21E+17,0
5.94E+17,0
4.13E+17,0
1.25E+18,1
1.16E+18,1
9.74E+17,1
3.21E+17,0
3.85E+16,0
9.75E+17,0
1.16E+18,0
1.03E+18,1
1.26E+18,0
4.11E+17,1
1.26E+18,0
1.35E+17,0
3.21E+17,0
5.47E+17,1
617084112,0
9.75E+17,1
7.87E+17,0
4296887810,0
3.18E+17,1
1.84E+16,0
2.28E+17,1
3.74E+16,0
4.11E+16,1
13354854478,0
6.94E+17,0
5.08E+17,0
1.34E+17,1
1.03E+18,1
1.26E+18,0
16011917440,1
1.16E+18,0
8.80E+17,1
15485067627,0
6.93E+17,0
911835703,0
3.78E+16,0
6.01E+17,0
7.56E+17,1
5.07E+17,0
3.21E+17,0
7.88E+17,0
1.02E+17,1
1.14E+18,1
6.96E+17,1
5.08E+17,0
1.27E+17,1
6.82E+17,1
5.08E+17,1
8.81E+17,1
1.20E+18,1
3.98E+16,0
5.08E+17,0
1.16E+18,1
8.80E+17,0
8.81E+17,0
1.34E+17,0
4055140389,1
7.07E+17,1
1.35E+17,1
7.88E+17,0
6.65E+17,1
5.06E+17,0
7.88E+17,1
1.34E+17,1
9.75E+17,0
7.88E+17,1
3.73E+16,0
4.96E+17,0
1.34E+17,0
1.35E+17,0
2.28E+17,1
5.09E+17,1
1.26E+18,0
1.26E+18,0
1.07E+18,1
4.15E+17,0
8.80E+17,1
9.75E+17,0
4.91E+17,0
5.47E+17,1
3837999768,0
1.16E+18,1
2.28E+17,0
1.15E+18,1
14627783104,0
3.14E+17,1
9.75E+17,1
3.97E+17,1
1.05E+18,1
4.05E+16,0
1.26E+18,1
12776020655,0
5.96E+17,0
15624603969,0
1.16E+18,1
7.65E+17,1
9.63E+17,1
3.21E+17,0
4.15E+17,0
4.15E+17,1
2.18E+17,1
2.28E+17,0
1.26E+18,1
9.75E+17,0
6.01E+17,0
9.47E+17,1
2.56E+16,1
1.26E+18,1
4.22E+17,1
7.87E+17,1
1.16E+18,1
1.16E+18,1
4.14E+17,0
3.68E+17,1
1.16E+18,0
6.95E+17,0
1.16E+18,1
6.00E+17,1
2.81E+17,1
1.12E+17,1
2.85E+16,1
1.16E+18,1
9.76E+17,1
5.06E+17,0
4.15E+17,0
1.34E+17,0
5.96E+17,0
3.84E+17,1
7.85E+17,1
18857389827,0
7.88E+17,0
8.81E+17,0
5.45E+17,1
7475258761,1
1.35E+17,0
1.20E+18,1
1.06E+18,1
4316086118,1
4.15E+17,0
6.01E+17,1
3.21E+17,0
2.13E+17,1
6.95E+17,0
10383990324,1
4.15E+17,0
1.16E+18,1
8.82E+17,0
13206797828,1
3.56E+16,0
1.01E+18,1
1.26E+18,0
1.16E+18,1
18837843566,1
1.13E+18,1
4.15E+17,1
9.75E+17,0
7.88E+17,0
6.95E+17,1
7.95E+17,1
7.02E+17,1
4.14E+17,1
5.85E+17,1
1.13E+18,1
1.16E+18,1
2101332691,0
4.15E+17,1
1.26E+18,1
1.35E+17,0
4.99E+17,0
4.15E+17,1
1.16E+18,1
13937577845,0
15348298595,0
1.07E+18,1
401957362,0
3.81E+16,0
2355380554,0
2.20E+17,1
2.14E+17,0
5.08E+17,0
1.16E+18,0
1.13E+17,1
8.81E+17,0
22269770955,1
5.06E+17,1
1.26E+18,0
1.34E+17,1
6.96E+17,1
1.16E+18,1
1.06E+18,1
7.88E+17,0
1.34E+17,1
5.08E+17,0
5.02E+17,0
8.81E+17,0
6.01E+17,0
6.95E+17,0
15831587445,0
1.07E+18,0
1.07E+18,1
5.08E+17,0
1.32E+17,0
4.15E+17,0
3.01E+17,1
1.16E+18,0
7.07E+17,1
6.01E+17,1
1.26E+18,1
1.16E+18,1
5.08E+17,1
6.01E+17,0
6.01E+17,0
7.62E+17,1
1.00E+18,1
8.82E+17,0
1.01E+18,1
9.56E+17,1
2.65E+17,1
5.04E+17,1
9.75E+17,1
8.82E+17,0
2.28E+17,0
3.74E+16,0
5.96E+17,1
16011853969,1
7.88E+17,0
3.92E+16,1
2869230074,0
9.63E+16,1
1.06E+18,0
1.26E+18,0
6.01E+17,0
8.74E+17,0
1.35E+17,0
6.02E+17,1
1.16E+18,1
3999953209,0
8.81E+17,1
1.82E+17,1
2.28E+17,1
5.08E+17,0
1.26E+17,1
1.11E+18,1
3.76E+16,0
1.35E+17,0
3.87E+17,1
3.81E+16,0
3.00E+17,0
6.95E+17,0
1.26E+18,0
9.74E+17,1
9.75E+17,0
7.13E+17,1
2.28E+17,0
1.25E+18,1
4.15E+17,0
1.26E+18,1
1.34E+17,0
5.08E+17,0
16016731174,0
4.04E+16,1
1.94E+17,0
1.26E+18,1
1.10E+18,1
7.14E+17,1
15312729064,0
3.03E+16,1
1475265999,0
2.83E+17,1
6.95E+17,0
1.35E+17,0
15845015827,0
14247505085,1
3.21E+17,0
9.75E+17,0
891917425,0
8.82E+17,1
1.07E+18,0
1.05E+18,1
8.71E+16,1
4.43E+17,1
5.08E+17,1
1.02E+18,1
5.02E+17,1
12946043073,0
6.95E+17,1
7.32E+17,1
8.72E+17,1
3839691023,0
1.26E+18,0
9.75E+17,0
1.27E+17,1
2.28E+17,0
4.15E+17,0
15795788637,1
1.17E+18,1
3.96E+16,0
3444721729,0
4.15E+17,1
1.25E+18,1
3359420327,0
1.12E+18,1
1.16E+18,1
1.07E+18,1
7.88E+17,0
4.59E+17,1
8.81E+17,0
6.95E+17,0
9.75E+17,0
1.97E+16,0
1.16E+18,1
1.16E+18,1
3.18E+17,1
6.95E+17,0
4.15E+17,0
1.26E+18,0
1.07E+18,1
6.02E+17,0
1.16E+18,0
3.21E+17,0
1.35E+17,1
14418406143,1
1.05E+18,1
5.97E+17,1
4.05E+16,0
3.12E+17,1
1.24E+18,1
7.88E+17,0
2.28E+17,0
1.34E+17,1
5.94E+17,0
1.07E+18,0
1.05E+18,1
1.26E+18,0
4.14E+17,0
3.87E+16,0
1.26E+18,1
1.35E+17,0
8.25E+17,1
14905860317,0
1.26E+18,1
9.75E+17,1
1.16E+18,0
5.08E+17,0
1.16E+18,0
7.05E+17,1
3.79E+16,0
8.82E+17,0
5.85E+17,1
1.02E+18,1
5.08E+17,0
1.07E+18,0
3.21E+17,0
1.01E+18,1
6.95E+17,1
24863913916,1
1.34E+17,1
5.55E+17,1
6.01E+17,0
14952578235,1
1.20E+17,1
15843915212,0
8.28E+17,1
15434183815,1
4.97E+17,1
5.08E+17,0
3.23E+17,1
1.16E+18,0
15341025839,1
8.82E+17,0
1.16E+18,0
8.15E+17,1
2.97E+17,0
3.40E+17,1
8.15E+17,1
1192783086,0
5.08E+17,0
4.55E+17,1
5.07E+17,1
4.15E+17,0
8.81E+17,0
4.15E+17,0
9.57E+17,1
5.06E+17,1
5.08E+17,0
7.88E+17,0
8.80E+17,0
1.26E+18,0
3.03E+17,0
1.16E+18,1
5.08E+17,0
3.35E+17,1
3.20E+17,1
6.92E+17,1
12217571948,0
8.38E+17,1
8.79E+17,1
6.01E+17,0
5.08E+17,0
6.95E+17,0
4.92E+17,0
9.89E+15,1
1.34E+17,0
1.35E+17,0
15825116605,0
3.82E+17,1
8.82E+17,0
2.21E+17,1
6.95E+17,0
1.11E+18,1
1.02E+18,1
6.01E+17,0
2.33E+17,1
6.90E+17,1
4.68E+17,1
8.82E+17,1
1.14E+18,1
6.95E+17,0
4.15E+17,0
1.34E+17,0
1.07E+18,0
9.74E+17,1
1.20E+18,1
5.77E+17,1
1.12E+18,1
4.15E+17,0
3.21E+17,1
13983666202,1
5.08E+17,1
12295714664,0
4.65E+17,1
1.26E+18,0
6.93E+17,1
8.84E+17,1
3.52E+16,0
5.99E+17,0
1.69E+17,1
4.74E+17,1
8536601443,1
8.81E+17,1
9.75E+17,0
1.68E+17,1
1.34E+17,0
1.07E+18,0
4.01E+16,0
6.95E+17,1
2.28E+17,1
5.99E+17,1
1.16E+18,0
1.07E+18,0
7.88E+17,0
13723096844,0
1.35E+17,0
3.96E+16,1
6.01E+17,0
3402404886,0
2.20E+17,1
3.49E+17,1
6.01E+17,0
9.75E+17,0
2.28E+17,0
8.46E+17,1
7.88E+17,0
6.00E+17,1
2.28E+17,0
6.94E+17,1
6.02E+17,1
3.18E+17,1
15149224507,0
8.81E+17,1
7.01E+17,1
9.75E+17,1
6.01E+17,0
3999469375,0
1694809695,0
4325907310,1
1.07E+18,1
4.16E+16,1
2.73E+16,0
4.45E+17,1
3.17E+17,1
6.57E+17,1
14994020830,0
1.26E+18,1
2.78E+16,0
5.08E+17,0
2.28E+17,0
2.28E+17,0
6.01E+17,0
1.26E+18,1
2.15E+17,1
8.78E+17,0
9.75E+17,1
7.87E+17,1
9.93E+17,1
1.16E+18,1
1.35E+17,0
9.13E+17,1
4.69E+17,1
3.20E+17,0
9.75E+17,0
6.00E+17,0
6.95E+17,0
1.07E+16,1
9.74E+17,1
13349583283,0
1.26E+18,1
1.24E+18,1
1.09E+18,1
3596977662,0
1.26E+18,0
8.43E+17,1
2.52E+16,0
5.67E+17,1
5.08E+17,0
3897349522,0
4.15E+17,0
9.55E+17,1
1.26E+18,1
6.01E+17,0
2.64E+17,1
6.01E+17,0
24787719944,0
1.26E+18,0
1.16E+18,0
4.01E+16,1
1.13E+18,1
6.95E+17,0
5.08E+17,0
1.25E+18,1
6.95E+17,0
8.80E+17,1
20811377704,1
2.26E+17,0
5.09E+17,1
7.87E+17,0
9.40E+17,1
7665716676,1
1.04E+18,1
4.12E+17,1
1.26E+18,1
6.97E+17,1
1.16E+18,0
1.16E+18,0
2.26E+17,1
7.30E+17,1
15537983811,1
3.21E+17,0
4.11E+17,1
6.01E+17,0
9253029908,0
8.81E+17,1
6.95E+17,0
8.79E+17,1
4.15E+17,0
3.21E+17,0
7.88E+17,0
1.26E+18,1
1.16E+18,0
3.19E+17,0
1.26E+18,0
5.08E+17,0
6.95E+17,1
8.82E+17,0
9.23E+17,1
1.26E+18,0
1.16E+18,0
9.82E+17,1
7.88E+17,0
14571041588,0
1.34E+17,0
2.19E+17,0
6.85E+17,0
2.17E+17,0
2.11E+17,1
1.16E+18,0
6.01E+17,1
5.07E+17,0
1.16E+18,1
1.35E+17,0
1.07E+18,0
3510873236,0
6.01E+17,0
15562291029,1
3.74E+17,1
1.12E+18,1
2.69E+17,1
1.27E+17,1
1.20E+18,1
1.31E+17,0
3.50E+15,1
1.05E+18,1
4.15E+17,1
1.16E+18,1
3.18E+16,0
3.27E+17,1
5.08E+17,1
6.95E+17,0
1.06E+18,1
3.21E+17,0
9.75E+17,0
5.50E+17,1
7.88E+17,0
1.26E+18,1
9.64E+17,1
1.35E+17,0
1.35E+17,0
3.97E+16,0
9.74E+17,1
3.18E+17,1
9.75E+17,0
2.28E+17,1
6.95E+17,0
1.16E+18,0
9.75E+17,0
1.16E+18,1
1.16E+18,1
6.01E+17,0
4.15E+17,0
1.07E+18,0
7.00E+17,1
3.13E+17,1
4.15E+17,1
1.07E+18,0
1.24E+18,1
7.88E+17,0
1.14E+17,1
4.15E+17,0
8.82E+17,1
1.12E+18,1
8.78E+17,0
1.16E+18,0
2.27E+17,0
3.92E+16,0
5.08E+17,1
21051836962,0
2736326581,0
7.72E+17,1
3.75E+17,1
7.87E+17,1
2.96E+17,0
1.26E+18,1
6.91E+17,1
3.21E+17,0
3.22E+17,1
8.82E+17,1
3.21E+17,0
2.28E+17,1
5.61E+17,1
1.26E+18,1
3224160971,0
15947310060,0
1.16E+18,0
9.76E+17,1
1.34E+17,0
1.21E+18,1
6.01E+17,0
6.95E+17,0
1.26E+18,0
1.13E+18,1
5.08E+17,0
5.92E+17,0
1.19E+18,1
1.16E+18,1
5.08E+17,1
8.38E+17,1
2.28E+17,1
1.26E+18,0
5.08E+17,1
3710074026,1
1.34E+17,0
8.59E+17,1
3667073351,1
1.10E+18,1
8.82E+17,0
1.26E+18,1
1.26E+18,0
1.22E+18,1
1.02E+18,1
2.28E+17,0
1.20E+18,1
930131168,0
1.26E+18,1
1.07E+18,0
6.01E+17,0
4444957557,1
8.77E+17,0
7.88E+17,0
12406233107,1
7.72E+17,1
1.38E+16,1
1.26E+18,0
7.85E+17,1
1.16E+18,1
3.18E+17,1
1.25E+18,1
6.93E+17,1
7.81E+17,1
1.07E+18,1
3.65E+17,1
1.16E+18,0
9.71E+17,0
4.15E+16,1
2.26E+17,0
4415673876,0
2.28E+17,0
2.26E+17,0
6.01E+17,0
8.81E+17,1
6.01E+17,1
6.01E+17,1
8.96E+17,1
3.21E+17,0
4.07E+17,1
1.33E+17,0
7.37E+17,1
8.82E+17,1
1.16E+18,0
4000497130,0
1.14E+17,1
3.21E+17,0
2.29E+17,1
8.82E+17,0
8.81E+17,1
7.76E+17,1
1.16E+18,0
1.04E+18,1
1.16E+18,0
9.73E+17,0
6.95E+17,0
6.95E+17,0
6.78E+17,1
4.14E+17,1
8.24E+16,1
5.08E+17,0
4.12E+17,1
1.26E+18,0
5.08E+17,0
1.26E+18,0
9.70E+17,1
1.21E+18,1
5.98E+17,0
1.16E+18,0
5.08E+17,0
6.95E+17,0
3.61E+17,1
1.07E+18,0
4.11E+16,0
1.21E+16,0
8.11E+17,1
1.26E+18,1
5.47E+17,1
4.71E+17,1
6.94E+17,0
3.22E+17,1
2.24E+17,0
3.95E+17,1
1.06E+18,1
8.34E+17,1
3.77E+16,0
1.16E+18,1
4.15E+17,0
1.26E+18,1
3.10E+17,1
1.16E+18,1
14897050881,1
4317562791,1
1.26E+18,0
1.16E+18,0
1.18E+17,1
3.92E+17,1
4002627448,0
9.75E+17,0
4.31E+17,1
1.35E+17,1
19924448909,1
4.10E+17,1
4.15E+17,1
1.12E+18,1
2.28E+17,1
7.89E+17,1
1.26E+18,1
7.35E+17,1
1.16E+18,0
1.26E+18,0
17573336313,1
9.75E+17,1
1.26E+18,0
7.88E+17,0
1.26E+18,0
7.88E+17,0
7.88E+17,0
3682773617,0
5.93E+17,0
16014033343,0
7.88E+17,0
1.16E+18,1
2.15E+17,1
3.21E+17,1
9.72E+17,1
6.01E+17,1
7.88E+17,0
6.95E+17,0
4.60E+17,1
3.22E+17,1
1.06E+17,1
2.29E+17,1
1.26E+18,0
1.23E+18,1
5.08E+17,0
8.82E+17,0
1.14E+18,1
7.02E+17,1
4.05E+16,1
4.11E+16,0
2.25E+17,0
15799179974,0
3.79E+16,0
6.95E+17,0
8.51E+17,1
1.16E+18,1
1.12E+18,1
6.95E+17,0
5.09E+17,1
1.59E+17,1
2.28E+17,1
1.02E+18,1
6.95E+17,0
6.95E+17,0
6.94E+17,1
2.28E+17,0
6.85E+17,0
6.95E+17,0
1.26E+18,0
6.94E+17,1
3856847887,0
4.15E+17,0
2.28E+17,1
1.05E+17,1
6.01E+17,1
1.16E+18,0
28779608175,1
6.01E+17,0
5.29E+15,1
1.16E+18,0
1.32E+17,1
1.26E+18,0
6.99E+17,1
5.07E+17,1
7.89E+17,1
1.07E+18,0
2.21E+17,1
1.07E+18,0
1.35E+17,0
858851668,0
4.14E+17,1
8.82E+17,0
4081655315,0
1.19E+18,1
3.16E+17,0
5.07E+17,0
2.27E+17,0
1.12E+17,1
6.01E+17,0
4.13E+17,1
2.14E+17,1
6.01E+17,1
1.07E+18,1
7.88E+17,0
5.06E+17,0
3.32E+17,1
8.82E+17,0
1.26E+18,1
4.15E+17,1
4417894907,1
9.74E+17,1
8.42E+17,1
1102429256,1
1.16E+18,1
1.15E+17,1
6.01E+17,0
2.28E+17,0
7.88E+17,0
6.95E+17,0
2.28E+17,0
2.27E+17,0
2.99E+17,0
2.28E+17,1
1.11E+18,1
6.02E+16,1
6.71E+17,1
7.85E+17,1
1.34E+17,1
1.26E+18,0
2.27E+17,0
8.82E+17,0
1.95E+17,1
830248043,0
9.53E+17,1
4.09E+17,1
7.85E+17,1
9.74E+17,0
1.05E+18,1
1.11E+18,1
1.16E+18,1
5.08E+17,0
1.07E+18,0
3.21E+17,0
6.01E+17,0
1.26E+18,1
6.00E+17,0
6.94E+17,0
1.16E+18,1
4.15E+17,0
1.23E+18,1
4.90E+17,1
15231071927,1
4.23E+17,1
5.08E+17,1
9.50E+16,1
4.12E+17,1
3.76E+17,1
3.16E+17,1
6.95E+17,0
8.62E+17,1
3.78E+16,0
8.81E+17,0
3.08E+17,0
7.88E+17,1
1.16E+18,0
6.02E+17,1
6.95E+17,0
8.79E+17,1
1.26E+18,0
2.28E+17,0
5.16E+17,1
4.00E+16,0
7.16E+17,1
3.70E+16,0
3754877438,1
1.02E+18,1
6.95E+17,1
2.55E+17,1
3420231433,0
5.08E+17,0
1.06E+18,0
1.13E+17,1
4.15E+17,0
1.35E+17,0
8.86E+17,1
8.62E+17,1
1.02E+18,1
3383251574,0
6.95E+17,0
1.26E+18,0
3.20E+17,1
7.88E+17,0
2.32E+17,1
6.94E+17,0
8.97E+17,1
8.81E+17,1
1.07E+18,0
4.15E+17,0
3.21E+17,0
4.03E+16,1
9.69E+17,0
1.01E+18,1
7.88E+17,0
1.26E+18,1
5.08E+17,1
8.82E+17,1
5.07E+17,1
1.26E+18,0
1.34E+17,1
4.08E+16,0
7.88E+17,0
1.03E+18,1
1.19E+18,1
1.07E+18,0
3.11E+17,1
9.39E+17,1
1.34E+17,0
7.88E+17,1
16053131078,1
2.79E+17,1
1.26E+18,1
5.07E+17,1
9.75E+17,0
7.88E+17,1
3.20E+17,1
15271001766,0
6.01E+17,0
4.14E+17,0
1.16E+18,1
5.97E+17,1
4.15E+17,0
2.85E+17,1
7.86E+17,1
1176204743,0
9.71E+17,0
1.26E+18,0
4025684130,1
1.34E+17,0
6.01E+17,0
1.16E+18,0
3.89E+16,0
5.08E+17,0
6.01E+17,0
3829937176,1
1.16E+18,1
21322887131,1
15113842839,0
1.26E+18,0
6.63E+17,1
2.00E+17,0
3.20E+17,0
7.16E+17,1
4.15E+17,0
8.82E+17,1
1.26E+18,1
5.03E+17,1
8.82E+17,0
1.20E+18,1
1.07E+18,0
4.03E+16,0
6.95E+17,1
6.00E+17,1
8.08E+17,1
5.08E+17,0
15828319613,0
1.26E+18,0
8.82E+17,0
15793108237,0
1.03E+18,1
2.17E+17,1
9.73E+17,0
4.11E+16,0
9.75E+17,0
1.07E+18,0
8.81E+17,1
1.82E+17,1
6.95E+17,0
9.27E+17,1
998547115,1
6.01E+17,0
8.81E+17,0
1.16E+18,1
12450333422,1
1.16E+18,1
9.75E+17,0
1.34E+17,0
4.01E+16,1
9.74E+17,1
4.11E+16,0
7.88E+17,0
8.43E+17,1
7.88E+17,0
2.35E+17,1
6.01E+17,0
8.82E+17,0
4.12E+17,1
8.81E+17,0
856344302,0
1.07E+18,0
6.67E+17,1
1.06E+18,0
1.12E+18,1
8.79E+17,1
8.81E+17,0
7.88E+17,0
6.82E+17,0
4.84E+17,1
8.81E+17,1
3.21E+17,0
833708575,0
5.07E+17,1
1.05E+18,1
6.01E+17,0
6.79E+17,1
5.97E+17,1
1.16E+18,1
1.16E+18,1
8.52E+17,1
4.02E+16,0
15546319625,0
6.01E+17,0
1.16E+18,1
8.85E+17,1
6.95E+17,0
5.08E+17,0
3.93E+16,0
7.89E+17,1
3288171526,0
7.88E+17,0
5.97E+17,1
2.08E+17,0
8.80E+17,1
3.22E+17,1
1.05E+18,1
6.01E+17,1
5.08E+17,0
5.73E+17,1
3.21E+17,0
15170961761,0
7.88E+17,0
4.15E+17,0
1.26E+18,1
4.08E+16,0
5.08E+17,0
1.16E+18,1
6.01E+17,1
4.15E+17,1
2.28E+17,0
1.25E+18,1
5.54E+17,1
5.81E+17,1
5.08E+17,0
5.08E+17,0
1.07E+18,0
6.93E+17,1
4303656244,1
1.26E+18,0
4.05E+16,1
1.35E+17,0
7.87E+17,0
1.26E+18,1
3.21E+17,0
1.24E+18,1
1.15E+18,1
1.07E+18,1
9.74E+17,1
7.95E+17,1
1.26E+18,0
1.26E+18,1
4.14E+17,1
1.19E+18,1
1.34E+17,1
7.93E+17,1
1.34E+17,0
6.01E+17,0
7.39E+17,1
1.07E+18,0
4102580944,0
3.83E+17,1
1.35E+17,0
3.92E+17,1
3.92E+17,1
2.28E+17,0
9.57E+17,1
6.95E+17,0
6.95E+17,0
1.07E+18,1
7.41E+17,1
6.01E+17,0
2.23E+17,1
7.85E+17,1
2.83E+17,1
8.82E+17,0
9587377203,1
1.26E+18,0
1.16E+18,1
1.26E+18,0
5.98E+17,1
2.29E+17,1
879164128,0
15928922798,0
1.08E+18,1
1.26E+18,0
9.75E+17,0
5.03E+17,0
1.16E+18,1
6.95E+17,0
3.21E+17,0
3.03E+16,0
2.28E+17,0
5.07E+17,0
1.03E+18,1
5.06E+17,1
3.21E+17,0
5.93E+17,0
1.07E+18,0
7.89E+17,1
8.81E+17,0
15929201536,0
4.06E+16,0
9.75E+17,1
1.07E+18,0
15671907917,1
4.07E+16,0
3.21E+17,0
1.14E+18,1
4.15E+17,0
7.88E+17,0
4.15E+17,1
15945528580,1
6.38E+17,1
9.75E+17,1
9.47E+17,1
5.08E+17,0
1.07E+18,1
1.16E+18,0
1.08E+18,1
1.07E+18,0
6.95E+17,0
8.27E+17,1
9.68E+17,0
4413334761,1
8.82E+17,0
5.07E+17,0
4.01E+16,0
1.26E+18,1
4.16E+17,1
2.86E+17,1
6.95E+17,0
1.06E+18,0
1.07E+18,0
15831422103,0
8.76E+17,0
6.01E+17,1
3.21E+17,0
902797178,0
3.19E+17,0
5.08E+17,0
6.95E+17,0
5.93E+17,1
1.16E+18,1
1.26E+18,1
1.17E+18,1
5.08E+17,1
2.77E+17,1
8.81E+17,0
8.94E+17,1
15425177459,1
7.88E+17,1
4.08E+16,0
4.15E+17,0
28912002157,1
5.98E+17,1
1.16E+18,0
6.96E+17,1
1.09E+18,1
2.87E+16,0
1.20E+18,1
5.08E+17,1
4.15E+17,0
2.72E+17,1
3.21E+17,0
15497540982,1
6.95E+17,0
6.93E+17,1
1.07E+18,1
1.24E+18,1
4.31E+17,1
5.97E+17,0
2.29E+17,1
4.15E+17,0
1.32E+17,1
1.26E+17,1
7.98E+16,1
3.22E+17,1
3.23E+17,1
6.95E+17,1
4.15E+17,0
5.57E+17,1
2.28E+17,0
3228782779,0
2.28E+17,0
4.15E+17,0
2.27E+17,1
8.82E+17,1
1.26E+18,1
7.92E+17,1
20723479677,1
1.29E+17,0
4324788887,1
5.06E+17,1
1.26E+18,0
7.87E+17,1
7.88E+17,0
